Income,EmploymentType,LoanAmount,CreditScore,Age,LoanDuration,NumberPreviousDefaults,CollateralInformation,MaritalStatus,Dependents,LoanRepaymentHistory,LoanApproval
47264.0,Unemployed,25134.0,305.0,38,29.0,0,,Married,2,Good,0
42731.0,Salaried,35072.0,527.0,65,115.0,0,Yes,Divorced,3,Good,0
55146.0,Self-Employed,25448.0,,37,79.0,1,No,Married,2,Good,0
54627.0,Self-Employed,26609.0,311.0,25,39.0,0,Yes,Married,3,Average,0
40006.0,Self-Employed,11987.0,798.0,24,77.0,0,Yes,Divorced,2,Poor,1
47335.0,Unemployed,20696.0,801.0,20,65.0,0,Yes,Single,2,Good,0
40106.0,Unemployed,15742.0,369.0,34,110.0,0,Yes,Single,2,Poor,1
39427.0,Self-Employed,25633.0,407.0,50,35.0,0,Yes,Married,2,Poor,0
24052.0,Salaried,26376.0,500.0,65,120.0,0,Yes,Married,5,Average,0
46536.0,Unemployed,33066.0,351.0,29,113.0,0,Yes,Married,1,Poor,0
24467.0,Salaried,2733.0,848.0,68,26.0,1,Yes,Single,4,Good,0
43058.0,Salaried,14955.0,558.0,39,,0,No,Married,4,Good,0
40810.0,Unemployed,30402.0,781.0,39,67.0,0,Yes,Married,3,,0
65778.0,Self-Employed,8788.0,,63,11.0,0,No,Divorced,1,Good,0
34776.0,Salaried,26445.0,602.0,47,40.0,1,Yes,Single,2,Good,0
38582.0,Self-Employed,29072.0,424.0,55,56.0,0,Yes,Single,5,Good,0
44277.0,Salaried,19773.0,569.0,55,117.0,1,Yes,Divorced,1,Good,0
41298.0,Self-Employed,8628.0,779.0,62,120.0,3,,Married,3,Good,1
70539.0,Unemployed,19028.0,431.0,68,23.0,1,Yes,,4,Good,0
32921.0,Salaried,31669.0,301.0,25,108.0,0,Yes,Single,3,Poor,1
,Salaried,32312.0,414.0,44,16.0,1,No,Married,0,Good,0
,Salaried,21663.0,780.0,44,92.0,0,No,Married,3,Average,1
63218.0,Self-Employed,12182.0,300.0,51,103.0,0,Yes,Married,1,Good,0
44296.0,Salaried,33907.0,630.0,38,108.0,0,Yes,Married,5,Good,1
21229.0,Salaried,26567.0,690.0,47,31.0,0,Yes,Single,2,Poor,0
47748.0,Self-Employed,12708.0,442.0,50,108.0,0,Yes,Single,2,Good,0
70280.0,Self-Employed,22740.0,627.0,45,19.0,0,No,Married,5,Good,1
54233.0,Unemployed,22374.0,676.0,64,65.0,0,Yes,Married,2,Average,0
53546.0,Self-Employed,14906.0,389.0,50,59.0,0,Yes,Single,1,Good,0
34055.0,Salaried,22785.0,341.0,22,42.0,0,Yes,Married,5,Good,0
32515.0,Salaried,28849.0,334.0,65,8.0,3,Yes,Single,3,Poor,0
50271.0,Unemployed,17630.0,793.0,36,94.0,0,Yes,Single,3,Good,0
,Unemployed,29666.0,423.0,21,44.0,0,Yes,Divorced,0,Average,0
61720.0,Salaried,5957.0,356.0,52,82.0,0,Yes,Single,2,,0
37300.0,Self-Employed,37746.0,755.0,66,53.0,0,Yes,Single,2,Good,0
49630.0,Salaried,20459.0,534.0,34,48.0,0,Yes,Married,1,Good,0
21713.0,Unemployed,28584.0,691.0,61,107.0,0,Yes,Single,3,Average,0
44093.0,Salaried,21749.0,791.0,45,16.0,0,Yes,Single,1,Good,1
32212.0,Salaried,13412.0,642.0,47,90.0,0,Yes,Married,2,Poor,0
15171.0,Salaried,19709.0,475.0,46,91.0,0,No,Single,4,Average,0
58128.0,Unemployed,4724.0,351.0,63,49.0,0,No,Married,4,Good,0
74617.0,Unemployed,25507.0,849.0,23,36.0,0,No,Single,1,Good,0
66942.0,Unemployed,21550.0,777.0,52,6.0,0,Yes,Single,1,Average,0
60225.0,Self-Employed,18468.0,788.0,58,113.0,0,Yes,Married,0,Average,1
43788.0,Unemployed,26022.0,304.0,54,114.0,0,Yes,Single,2,Good,0
62088.0,Self-Employed,20300.0,508.0,41,33.0,0,No,Married,0,Poor,0
68358.0,Self-Employed,24855.0,516.0,46,9.0,0,Yes,Divorced,0,Good,0
52052.0,Unemployed,27699.0,835.0,66,20.0,0,Yes,Married,5,Poor,0
32235.0,Self-Employed,15606.0,641.0,63,13.0,0,Yes,Single,5,Poor,0
,Self-Employed,13317.0,700.0,48,101.0,3,Yes,Single,3,Good,1
75540.0,Salaried,6220.0,,52,108.0,0,No,Married,4,Good,0
48879.0,Self-Employed,20980.0,510.0,50,23.0,0,Yes,Married,2,Good,0
129.0,Self-Employed,23617.0,325.0,69,91.0,0,Yes,Married,3,Good,0
27966.0,Unemployed,9411.0,551.0,38,,4,No,Married,5,Average,0
43633.0,Salaried,31363.0,302.0,49,48.0,0,Yes,Single,0,Good,0
65537.0,Self-Employed,13421.0,301.0,40,74.0,0,Yes,Single,2,Average,0
45903.0,Self-Employed,3172.0,301.0,50,88.0,4,Yes,Married,0,Poor,0
65816.0,Self-Employed,31959.0,449.0,20,106.0,0,Yes,Married,4,Poor,0
42108.0,Unemployed,4216.0,303.0,35,11.0,3,Yes,Single,4,Good,0
20536.0,Unemployed,27713.0,796.0,42,28.0,0,Yes,Married,4,Poor,0
42627.0,Salaried,25769.0,849.0,59,38.0,0,No,Married,3,Good,1
55174.0,Self-Employed,22556.0,767.0,48,41.0,0,,Single,2,Good,1
53929.0,Salaried,15818.0,369.0,20,120.0,0,Yes,Single,0,Good,0
31173.0,Unemployed,24022.0,500.0,57,95.0,3,Yes,Married,4,Average,0
44732.0,Self-Employed,28388.0,607.0,63,42.0,0,No,Married,5,Good,1
90270.0,Self-Employed,12114.0,,41,117.0,4,Yes,Divorced,5,Good,0
,Salaried,27811.0,586.0,67,63.0,0,No,Single,2,Good,0
59911.0,Self-Employed,27447.0,591.0,49,63.0,0,Yes,Married,1,Poor,0
18550.0,Unemployed,22344.0,453.0,64,55.0,3,Yes,Married,3,Good,0
62957.0,Salaried,15696.0,432.0,39,22.0,0,No,Married,0,Average,0
36615.0,Salaried,27484.0,573.0,40,113.0,2,Yes,Single,0,Average,0
56031.0,Self-Employed,24067.0,808.0,19,7.0,0,Yes,Single,4,Good,1
30627.0,Unemployed,11872.0,652.0,44,26.0,1,No,Married,5,Good,0
54363.0,Self-Employed,17061.0,304.0,59,32.0,0,,Single,2,Good,0
36370.0,Salaried,26552.0,592.0,19,38.0,0,Yes,Single,3,Good,0
39274.0,Salaried,20917.0,659.0,43,21.0,1,No,Divorced,3,Poor,1
56630.0,Unemployed,28688.0,513.0,34,8.0,0,No,Single,0,Good,0
43544.0,Salaried,17267.0,705.0,57,83.0,0,No,Divorced,1,Average,1
55706.0,Unemployed,12001.0,735.0,50,117.0,0,No,Married,1,Average,0
47137.0,Self-Employed,37549.0,314.0,26,20.0,2,Yes,Married,5,Poor,0
51012.0,Unemployed,6553.0,572.0,60,40.0,0,No,Single,2,Good,0
56676.0,Self-Employed,16001.0,344.0,65,64.0,1,Yes,Married,4,Poor,0
44750.0,Self-Employed,22238.0,711.0,56,112.0,4,Yes,Married,1,Average,0
35059.0,Salaried,27889.0,486.0,46,85.0,0,Yes,Divorced,5,Good,0
42015.0,Self-Employed,25172.0,,59,94.0,0,No,Single,5,Average,0
67927.0,Salaried,38490.0,700.0,43,72.0,1,Yes,Single,2,Good,1
51743.0,Unemployed,19059.0,545.0,52,53.0,0,No,Divorced,1,Average,0
37327.0,Unemployed,13016.0,342.0,67,28.0,0,Yes,Single,5,Average,0
56023.0,Self-Employed,18242.0,478.0,42,105.0,1,Yes,Married,4,Average,0
57025.0,Unemployed,17440.0,756.0,41,,0,Yes,Single,3,Poor,0
57800.0,Self-Employed,19454.0,834.0,30,8.0,0,Yes,Single,1,Average,1
35332.0,Unemployed,12140.0,543.0,24,88.0,1,Yes,Married,3,,0
39764.0,Self-Employed,26272.0,316.0,53,15.0,0,Yes,Married,2,Good,0
39848.0,Self-Employed,22967.0,411.0,62,90.0,0,Yes,Married,4,Poor,0
44590.0,Unemployed,9889.0,846.0,37,100.0,0,Yes,Married,4,Average,0
58084.0,Unemployed,27744.0,329.0,18,21.0,2,Yes,Married,2,Poor,0
54443.0,Unemployed,13508.0,491.0,25,55.0,1,Yes,Divorced,0,Good,0
55628.0,Unemployed,10537.0,736.0,63,,0,Yes,Single,3,Good,0
70310.0,Self-Employed,20699.0,478.0,33,71.0,0,Yes,Single,5,Poor,0
60333.0,Self-Employed,5937.0,773.0,31,112.0,0,Yes,Single,1,Average,1
47873.0,Unemployed,24716.0,433.0,29,,0,Yes,Married,5,Good,0
32242.0,Unemployed,-2711.0,,68,51.0,0,Yes,Single,2,Good,0
39282.0,Salaried,11765.0,324.0,40,117.0,4,Yes,Married,4,Poor,0
46074.0,Self-Employed,32601.0,,32,40.0,0,Yes,Married,4,Average,1
,Self-Employed,14507.0,,45,,1,Yes,Married,1,Good,0
49590.0,Unemployed,15907.0,618.0,51,62.0,0,Yes,Married,0,Good,0
40157.0,Salaried,30189.0,529.0,19,64.0,0,Yes,Married,5,Good,0
39007.0,Unemployed,13657.0,401.0,49,82.0,0,Yes,Married,4,Good,0
48956.0,Self-Employed,26108.0,749.0,40,42.0,0,No,Single,3,Good,1
63350.0,Self-Employed,29394.0,677.0,39,115.0,1,Yes,Married,1,Good,1
73865.0,Salaried,23828.0,502.0,68,65.0,3,Yes,Single,0,Average,0
46913.0,Unemployed,8441.0,566.0,42,38.0,2,No,Married,1,Good,1
49329.0,Salaried,15168.0,761.0,39,116.0,0,Yes,Single,3,Average,1
31791.0,Unemployed,41709.0,664.0,39,112.0,1,Yes,Single,4,Good,0
79088.0,Salaried,16076.0,,66,63.0,0,No,Single,1,Good,0
28985.0,Unemployed,43891.0,410.0,69,8.0,2,Yes,Married,1,Good,1
,Unemployed,33672.0,727.0,59,74.0,0,No,Divorced,1,Good,0
44520.0,Unemployed,24153.0,768.0,23,69.0,0,Yes,Single,5,Average,0
41010.0,Self-Employed,22378.0,549.0,32,23.0,0,Yes,Single,3,Poor,0
33350.0,Unemployed,16281.0,781.0,60,78.0,0,Yes,Married,5,Average,0
86151.0,Self-Employed,19289.0,,54,102.0,0,Yes,Divorced,0,Average,1
53322.0,Salaried,14490.0,500.0,50,18.0,2,No,Married,2,Poor,0
50319.0,Unemployed,19491.0,,25,89.0,1,Yes,Single,2,Average,0
63301.0,Self-Employed,9102.0,,61,22.0,3,Yes,Married,2,Good,0
40238.0,Salaried,8674.0,845.0,61,92.0,0,Yes,Married,2,Average,1
50028.0,Unemployed,30408.0,410.0,22,54.0,0,No,Married,0,Good,0
50845.0,Salaried,7102.0,843.0,56,6.0,0,Yes,Married,0,Good,1
42318.0,Self-Employed,27089.0,,21,117.0,0,No,Married,4,Average,0
67995.0,Self-Employed,4845.0,332.0,23,25.0,0,Yes,Married,2,Average,0
46720.0,Unemployed,25037.0,406.0,62,74.0,0,No,Single,0,,0
26703.0,Self-Employed,18339.0,564.0,49,26.0,0,Yes,Single,2,Poor,0
45478.0,Self-Employed,30571.0,525.0,69,113.0,0,Yes,Single,5,Good,0
53738.0,Salaried,17344.0,786.0,47,90.0,0,Yes,Single,2,Average,1
36598.0,Unemployed,3924.0,478.0,64,98.0,1,Yes,Single,5,Poor,0
37781.0,Unemployed,18496.0,521.0,52,55.0,0,Yes,Married,0,Good,0
41806.0,Unemployed,21277.0,669.0,57,59.0,3,Yes,Married,0,Poor,0
68319.0,Salaried,18944.0,466.0,69,78.0,0,No,Single,3,Average,0
42693.0,Self-Employed,24601.0,599.0,33,96.0,1,No,Single,4,Average,0
71437.0,Unemployed,15485.0,680.0,30,103.0,1,No,Married,5,Poor,0
40776.0,Unemployed,9893.0,334.0,67,8.0,1,No,Married,2,Average,0
,Salaried,12003.0,706.0,59,82.0,1,No,Single,1,Good,1
43306.0,Salaried,15874.0,801.0,47,18.0,2,Yes,Married,3,Average,1
61311.0,Unemployed,15805.0,613.0,36,39.0,0,Yes,Single,1,Good,0
33226.0,Unemployed,39249.0,400.0,34,101.0,0,No,Single,1,Good,0
61143.0,Salaried,30041.0,514.0,36,34.0,0,,Married,0,Good,0
51708.0,Salaried,25494.0,361.0,45,97.0,0,No,Married,4,Good,0
,Salaried,23568.0,668.0,43,59.0,0,No,Single,3,Average,1
47507.0,Salaried,22398.0,667.0,54,32.0,0,Yes,Married,0,Poor,1
73008.0,Self-Employed,22440.0,393.0,43,44.0,0,No,Divorced,3,Poor,0
52068.0,Self-Employed,21306.0,768.0,40,67.0,0,No,Single,5,Good,1
39459.0,Unemployed,20321.0,325.0,26,93.0,0,Yes,Married,4,Good,0
31930.0,Self-Employed,3265.0,734.0,29,75.0,0,No,Single,2,Good,0
57581.0,Salaried,17047.0,420.0,18,113.0,1,Yes,Married,0,Good,0
52938.0,Unemployed,18078.0,349.0,18,105.0,1,No,Married,3,Good,0
60425.0,Salaried,14008.0,335.0,64,92.0,0,Yes,Single,3,Good,0
28067.0,Self-Employed,15551.0,709.0,51,75.0,0,No,Single,5,Poor,0
32416.0,Salaried,22406.0,588.0,49,39.0,0,Yes,Married,3,Good,0
67203.0,Unemployed,26141.0,,65,53.0,0,Yes,Single,4,Average,0
54970.0,Self-Employed,22394.0,399.0,42,19.0,1,Yes,Married,3,Poor,0
58001.0,Unemployed,25940.0,623.0,57,49.0,0,,Single,3,Average,0
35560.0,Self-Employed,26081.0,628.0,62,112.0,3,Yes,Married,1,Good,0
35285.0,Salaried,17602.0,520.0,18,54.0,0,No,,2,Good,0
64869.0,Unemployed,24202.0,409.0,33,19.0,1,Yes,Single,1,Poor,0
65576.0,Self-Employed,6029.0,448.0,56,80.0,0,No,Married,2,Good,0
33675.0,Self-Employed,16925.0,705.0,22,116.0,0,Yes,Married,5,Good,0
30809.0,Self-Employed,15985.0,709.0,39,105.0,1,Yes,Married,2,Poor,0
48371.0,Self-Employed,32251.0,428.0,46,37.0,0,No,Married,2,Average,0
38010.0,Salaried,22697.0,783.0,20,58.0,1,No,Married,5,Average,0
37697.0,Salaried,9324.0,407.0,29,67.0,0,Yes,Married,0,Good,0
31229.0,Self-Employed,24757.0,688.0,43,34.0,0,No,Married,1,Good,0
42973.0,Salaried,27278.0,724.0,33,36.0,0,No,Married,2,Average,1
32680.0,Salaried,19283.0,746.0,68,33.0,1,Yes,Single,2,Good,0
33569.0,Self-Employed,25522.0,367.0,54,120.0,0,No,Married,2,Good,0
54476.0,Salaried,34.0,365.0,39,91.0,2,No,Married,4,Good,0
49172.0,Unemployed,-1595.0,803.0,46,102.0,1,Yes,Divorced,2,Average,0
57273.0,Unemployed,10571.0,803.0,31,99.0,1,Yes,Single,2,Good,0
25264.0,Salaried,21192.0,620.0,45,116.0,0,Yes,Single,2,Poor,0
50148.0,Self-Employed,32257.0,746.0,22,18.0,1,Yes,Single,5,Good,1
,Unemployed,10989.0,509.0,64,107.0,3,No,Married,5,Good,0
44416.0,Salaried,13171.0,669.0,66,13.0,0,No,Married,1,Poor,1
62371.0,Salaried,20709.0,757.0,47,60.0,0,,Single,0,Poor,1
62240.0,Self-Employed,16061.0,462.0,63,,0,Yes,Single,0,Average,0
62978.0,Self-Employed,15606.0,631.0,69,47.0,0,Yes,Married,2,Poor,1
52500.0,Salaried,16628.0,649.0,22,22.0,1,Yes,Married,3,Good,1
58491.0,Self-Employed,30518.0,767.0,29,28.0,0,No,Married,0,Good,1
60485.0,Unemployed,28929.0,725.0,33,100.0,0,Yes,Single,3,Good,0
59532.0,Unemployed,20188.0,626.0,43,42.0,0,Yes,Single,2,Good,0
33239.0,Salaried,33236.0,405.0,43,41.0,0,Yes,Single,5,Average,0
24389.0,Salaried,24072.0,554.0,65,112.0,0,,Single,3,Average,0
26696.0,Self-Employed,29231.0,657.0,38,22.0,2,No,Married,2,Good,0
45948.0,Unemployed,13116.0,743.0,56,111.0,0,No,Single,3,Good,0
58909.0,Self-Employed,14771.0,412.0,53,111.0,0,Yes,Single,0,Poor,0
33434.0,Salaried,14685.0,329.0,50,74.0,1,Yes,Single,2,Good,0
63860.0,Salaried,19306.0,823.0,47,25.0,0,Yes,Single,1,Good,1
42466.0,Salaried,20479.0,345.0,54,23.0,0,Yes,Single,1,Good,0
42609.0,Salaried,22593.0,470.0,40,38.0,0,Yes,Single,2,Good,0
37458.0,Salaried,35785.0,429.0,27,72.0,4,Yes,Single,3,Good,0
,Salaried,25770.0,652.0,22,23.0,1,No,Married,3,Good,1
53440.0,Self-Employed,15882.0,502.0,53,58.0,0,Yes,Divorced,5,Good,0
75690.0,Self-Employed,19974.0,525.0,51,19.0,0,Yes,,1,Good,0
49060.0,Self-Employed,32040.0,,69,68.0,0,Yes,Single,4,Good,0
22241.0,Unemployed,26255.0,609.0,48,8.0,0,No,Divorced,3,Good,0
61705.0,Self-Employed,31934.0,334.0,27,87.0,0,Yes,Divorced,5,Good,0
25628.0,Salaried,16139.0,460.0,36,12.0,2,Yes,Married,5,Good,0
31864.0,Self-Employed,14307.0,734.0,49,28.0,1,No,Single,4,,0
46425.0,Self-Employed,14424.0,837.0,18,26.0,0,Yes,Married,2,Average,1
51843.0,Unemployed,16784.0,524.0,22,101.0,1,No,Divorced,3,Good,0
34870.0,Salaried,11494.0,745.0,62,12.0,3,Yes,Married,3,Good,0
45840.0,Unemployed,22362.0,616.0,21,55.0,0,No,Married,4,Average,0
60727.0,Unemployed,22499.0,713.0,33,73.0,0,No,Married,1,Good,0
62783.0,Unemployed,30710.0,394.0,41,65.0,2,Yes,Divorced,5,Average,0
68772.0,Self-Employed,5918.0,524.0,33,84.0,0,Yes,Single,4,Poor,0
78641.0,Salaried,12447.0,365.0,19,98.0,2,Yes,Single,0,Good,0
62148.0,Salaried,26445.0,696.0,66,51.0,0,No,Married,1,Good,1
46749.0,Unemployed,21468.0,509.0,45,,0,No,Single,1,Good,0
62890.0,Salaried,20358.0,773.0,49,42.0,1,No,Single,3,Good,1
,Salaried,30111.0,789.0,44,119.0,0,No,Single,1,Good,1
57596.0,Unemployed,11920.0,479.0,37,64.0,0,Yes,Single,1,Average,0
52658.0,Self-Employed,14170.0,823.0,41,90.0,0,Yes,Single,1,Good,1
36319.0,Unemployed,13228.0,758.0,29,106.0,0,Yes,Married,0,Average,0
34579.0,Unemployed,3897.0,367.0,67,97.0,0,No,Married,2,Average,0
48543.0,Self-Employed,21063.0,628.0,52,103.0,0,No,Married,1,Good,1
52234.0,Self-Employed,15817.0,501.0,50,67.0,0,Yes,Single,3,Poor,0
39808.0,Self-Employed,14137.0,774.0,50,10.0,0,,Divorced,1,Average,0
56350.0,Self-Employed,12693.0,817.0,68,62.0,0,Yes,Married,1,Good,1
81211.0,Unemployed,19858.0,314.0,60,26.0,2,No,Divorced,5,Poor,0
23835.0,Self-Employed,13612.0,341.0,54,108.0,0,No,Single,4,Average,0
58734.0,Salaried,21773.0,842.0,29,33.0,0,,Single,1,Good,1
49010.0,Unemployed,23673.0,588.0,20,32.0,0,Yes,Married,0,Good,0
56760.0,Unemployed,17643.0,,18,34.0,0,Yes,Married,5,Good,0
43539.0,Self-Employed,17100.0,543.0,50,79.0,1,Yes,Single,4,Average,0
47809.0,Self-Employed,21484.0,473.0,57,71.0,0,No,Married,2,Poor,0
51943.0,Salaried,19769.0,833.0,27,115.0,0,Yes,Married,4,Good,1
45475.0,Self-Employed,30641.0,808.0,60,53.0,3,Yes,Single,1,,1
,Unemployed,22546.0,543.0,61,38.0,1,Yes,Married,2,Good,0
46491.0,Self-Employed,28765.0,359.0,46,,1,Yes,Single,2,Average,0
,Salaried,24884.0,403.0,30,6.0,2,No,Single,4,Good,0
59798.0,Unemployed,9453.0,,29,48.0,2,Yes,Married,1,Good,0
22017.0,Unemployed,15534.0,376.0,48,112.0,0,Yes,Married,2,Good,0
65430.0,Self-Employed,19615.0,317.0,63,66.0,0,Yes,Married,5,Average,0
56443.0,Salaried,26948.0,,19,108.0,0,No,Married,1,Good,1
56501.0,Salaried,35423.0,483.0,68,17.0,0,No,Divorced,0,Good,0
17535.0,Self-Employed,16127.0,849.0,67,16.0,0,Yes,Married,4,Good,0
45071.0,Unemployed,20442.0,580.0,52,101.0,0,Yes,Married,5,Good,0
67303.0,Unemployed,26399.0,587.0,40,,1,Yes,Single,2,Good,0
42221.0,Unemployed,19537.0,824.0,34,11.0,1,Yes,Married,0,Good,0
,Self-Employed,33153.0,773.0,43,52.0,1,Yes,Married,3,Average,0
40450.0,Unemployed,9218.0,566.0,25,112.0,0,No,Married,1,Good,0
48976.0,Unemployed,25424.0,656.0,46,85.0,0,No,,3,Good,0
37229.0,Self-Employed,25346.0,300.0,43,17.0,0,Yes,Single,0,Good,0
68507.0,Unemployed,29216.0,326.0,27,102.0,0,Yes,Married,4,Good,0
49030.0,Self-Employed,20496.0,847.0,43,103.0,2,Yes,Married,4,Good,1
41666.0,Salaried,27132.0,,51,98.0,2,Yes,Single,3,Good,0
30480.0,Salaried,18007.0,698.0,68,109.0,2,Yes,Married,3,Good,0
57267.0,Self-Employed,13589.0,842.0,58,33.0,2,Yes,Married,1,Good,1
56925.0,Self-Employed,12422.0,426.0,24,118.0,3,No,Married,5,Poor,0
38117.0,Self-Employed,8469.0,509.0,21,42.0,0,Yes,Single,1,Good,0
16455.0,Unemployed,16469.0,449.0,67,98.0,0,No,Married,2,Good,0
56161.0,Unemployed,22492.0,330.0,62,72.0,0,Yes,Single,5,Poor,0
47198.0,Self-Employed,18335.0,,28,95.0,0,Yes,Single,0,Good,1
55041.0,Self-Employed,21584.0,556.0,46,78.0,0,Yes,Married,0,Average,0
79358.0,Unemployed,29879.0,356.0,53,79.0,0,No,Single,4,Good,0
49598.0,Unemployed,15860.0,308.0,42,76.0,3,Yes,Single,2,Average,0
42292.0,Self-Employed,38722.0,304.0,38,95.0,0,,Single,3,Poor,0
32790.0,Unemployed,26042.0,413.0,53,90.0,3,No,Married,3,Good,0
45314.0,Unemployed,18425.0,,27,21.0,1,No,Married,4,,0
52409.0,Salaried,18243.0,323.0,54,100.0,0,Yes,Single,3,Good,0
50800.0,Self-Employed,11935.0,792.0,26,67.0,1,Yes,Married,2,Average,1
75852.0,Self-Employed,19794.0,705.0,41,43.0,0,Yes,Married,3,Good,1
57486.0,Unemployed,2707.0,,52,65.0,0,No,Single,4,Good,0
47978.0,Salaried,30046.0,359.0,66,117.0,0,Yes,Married,2,Good,0
39402.0,Self-Employed,-2533.0,385.0,52,104.0,3,Yes,Single,1,Poor,0
54000.0,Self-Employed,20334.0,671.0,65,101.0,0,Yes,Married,2,Average,1
36395.0,Unemployed,10848.0,501.0,53,59.0,0,Yes,Single,5,Poor,0
52697.0,Self-Employed,14391.0,388.0,35,96.0,1,No,Single,0,Good,0
57311.0,Unemployed,15423.0,736.0,66,50.0,1,No,Single,1,Good,0
46753.0,Salaried,35405.0,419.0,56,84.0,0,Yes,Single,5,Good,0
40546.0,Salaried,11174.0,455.0,49,79.0,0,No,Married,4,Good,0
17221.0,Self-Employed,27314.0,698.0,41,34.0,0,Yes,Married,0,Good,0
67158.0,Unemployed,29283.0,487.0,40,36.0,1,Yes,Divorced,1,Poor,0
,Salaried,1293.0,351.0,49,13.0,0,Yes,Married,4,Poor,0
56414.0,Self-Employed,15077.0,830.0,54,22.0,0,No,Married,4,Good,1
26580.0,Self-Employed,31876.0,779.0,29,55.0,0,Yes,Single,4,Good,0
70698.0,Self-Employed,9482.0,529.0,66,60.0,0,Yes,Married,5,Average,0
43022.0,Unemployed,29586.0,,30,24.0,0,No,Single,3,Average,0
45668.0,Unemployed,19857.0,429.0,40,53.0,0,Yes,Divorced,5,Average,0
33961.0,Salaried,19511.0,354.0,42,75.0,0,No,Divorced,3,Good,0
23196.0,Unemployed,20556.0,570.0,52,32.0,0,Yes,Single,2,Good,0
67360.0,Unemployed,22741.0,399.0,58,44.0,0,Yes,Married,3,Good,0
69299.0,Self-Employed,12355.0,368.0,47,48.0,0,Yes,,2,Poor,0
47517.0,Self-Employed,17917.0,598.0,34,64.0,1,Yes,Married,3,Average,0
39809.0,Salaried,22965.0,828.0,66,48.0,3,Yes,Single,5,Poor,0
44344.0,Self-Employed,21415.0,653.0,37,90.0,0,Yes,Married,5,Good,1
44756.0,Self-Employed,22794.0,451.0,65,43.0,2,No,Married,3,Good,0
32002.0,Self-Employed,14251.0,629.0,42,55.0,0,No,Single,0,Good,0
45616.0,Unemployed,25058.0,415.0,39,49.0,0,No,Married,3,Poor,0
52297.0,Self-Employed,21012.0,,30,27.0,1,,Single,1,Good,1
65272.0,Salaried,7354.0,622.0,36,84.0,1,Yes,Divorced,1,Average,1
,Salaried,15749.0,528.0,66,33.0,2,Yes,Single,5,Good,0
26355.0,Self-Employed,12836.0,659.0,53,40.0,0,Yes,Single,2,Good,0
55303.0,Self-Employed,12733.0,304.0,29,97.0,1,No,Single,4,Good,0
46161.0,Salaried,16188.0,327.0,58,115.0,0,Yes,Married,2,Good,0
70556.0,Unemployed,24908.0,663.0,36,83.0,0,Yes,Married,3,Average,0
71442.0,Self-Employed,14986.0,761.0,29,111.0,0,Yes,Single,3,Poor,1
71967.0,Salaried,21800.0,530.0,26,104.0,4,Yes,Single,5,Average,0
,Unemployed,20489.0,694.0,24,61.0,0,Yes,Married,1,Good,0
79848.0,Salaried,13768.0,570.0,45,94.0,1,Yes,Married,3,Average,0
55264.0,Unemployed,17241.0,,31,43.0,0,Yes,Single,2,Good,0
74396.0,Salaried,26919.0,682.0,48,58.0,1,Yes,Divorced,2,Average,1
,Salaried,21198.0,327.0,69,67.0,1,Yes,,5,Average,0
45521.0,Unemployed,24391.0,818.0,36,116.0,2,No,,0,Good,0
54110.0,Self-Employed,30180.0,498.0,64,103.0,0,Yes,Single,3,Good,0
52278.0,Salaried,23479.0,381.0,33,62.0,0,Yes,,2,Good,0
68822.0,Self-Employed,4634.0,,22,81.0,0,Yes,Married,5,Good,0
46518.0,Salaried,22165.0,689.0,52,29.0,0,Yes,Single,1,Poor,1
67469.0,Unemployed,15055.0,750.0,29,98.0,0,No,Married,1,Average,0
60984.0,Self-Employed,34482.0,732.0,42,69.0,0,Yes,Divorced,0,Good,1
46799.0,Unemployed,23194.0,673.0,69,67.0,0,,Married,2,Good,0
59820.0,Unemployed,15220.0,734.0,38,94.0,0,No,Married,0,Average,0
42901.0,Self-Employed,24532.0,,53,78.0,0,Yes,Married,3,Good,0
85253.0,Self-Employed,20726.0,689.0,40,14.0,2,Yes,Married,1,Good,0
10035.0,Self-Employed,6256.0,517.0,33,39.0,0,Yes,Single,2,Average,0
60094.0,Unemployed,26904.0,,56,26.0,4,Yes,Single,3,Good,0
23531.0,Unemployed,16756.0,849.0,62,90.0,3,Yes,Single,4,Good,0
46615.0,Unemployed,31365.0,648.0,59,,0,Yes,Married,0,Good,0
48716.0,Self-Employed,19005.0,,56,29.0,1,Yes,Single,0,Good,1
72615.0,Salaried,31514.0,325.0,31,74.0,0,Yes,Single,1,Poor,0
39618.0,Self-Employed,23399.0,347.0,48,85.0,1,Yes,Married,3,Average,0
69620.0,Salaried,27793.0,669.0,22,63.0,0,Yes,Single,5,Poor,1
32318.0,Unemployed,16065.0,313.0,52,104.0,0,No,Single,0,Poor,0
70200.0,Salaried,22824.0,486.0,40,111.0,0,Yes,Married,0,Good,0
42885.0,Self-Employed,6190.0,823.0,46,21.0,0,Yes,Single,3,Good,1
51102.0,Self-Employed,18984.0,578.0,60,,4,No,Divorced,5,Average,0
44954.0,Self-Employed,8124.0,640.0,28,76.0,1,Yes,Single,4,Good,1
69235.0,Salaried,10856.0,627.0,35,79.0,1,Yes,Married,3,Poor,1
,Self-Employed,12874.0,324.0,64,16.0,4,Yes,Married,0,Good,0
56653.0,Salaried,25283.0,828.0,29,77.0,1,Yes,Single,3,Good,1
32722.0,Unemployed,18821.0,725.0,26,89.0,0,No,Single,2,Average,1
39275.0,Salaried,20251.0,328.0,27,72.0,2,Yes,Married,2,Poor,0
